SEQ,VESSELCODE,PIC,MACH_DESC,MAKER_DESC,MATERIAL,MATERIAL_DESC,PART_NO,ROB,Recondition,WORK,LAW,Optimum,UNIT,UNIT_PRICE,EXPENSIVE_AMT,MAJOR_TARGET_AMT,Vessel_survey_item
138,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008280,DISC HOLDER,KCA-FA-8,0,0,1,0,0,EA,0,,,
139,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008281,DISC GUIDE,KCA-FA-9,0,0,1,0,0,EA,0,,,
140,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008282,3-WAY PISTON VALVE FOR AUTOMATIC STOPPING DEVICE,KCA-L,0,0,1,0,0,EA,0,,,
141,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008283,BODY,KCA-L-1,0,0,1,0,0,EA,0,,,
142,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008284,STEM,KCA-L-10,0,0,1,0,0,EA,0,,,
143,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008285,PACKING SPRING,KCA-L-11,0,0,1,0,0,EA,0,,,
144,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008286,SEAT RING,KCA-L-12,0,0,1,0,0,EA,0,,,
145,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008287,PACKING,KCA-L-13,0,0,1,0,0,EA,0,,,
146,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008288,GASKET,KCA-L-14,0,0,1,0,0,EA,0,,,
147,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008289,GLAND BUSH,KCA-L-15,0,0,1,0,0,EA,0,,,
148,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008290,SPRING,KCA-L-16,0,0,1,0,0,EA,0,,,
149,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008291,SPRING SEAT,KCA-L-17,0,0,1,0,0,EA,0,,,
150,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008292,PISTON,KCA-L-18,0,0,1,0,0,EA,0,,,
151,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008293,BOTTOM FLANGE,KCA-L-2,0,0,1,0,0,EA,0,,,
152,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008294,NAME PLATE/SCALE,KCA-L-20,0,0,1,0,0,EA,0,,,
153,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008295,HEX BOLT,KCA-L-21,0,0,1,0,0,EA,0,,,
154,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008296,HEX BOLT,KCA-L-22,0,0,1,0,0,EA,0,,,
155,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008297,HEX BOLT,KCA-L-23,0,0,1,0,0,EA,0,,,
156,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008298,DISC LOCK NUT,KCA-L-24,0,0,1,0,0,EA,0,,,
157,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008299,NUT,KCA-L-25,0,0,1,0,0,EA,0,,,
158,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008300,PISTON RING,KCA-L-27,0,0,1,0,0,EA,0,,,
159,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008301,O-RING,KCA-L-28,0,0,1,0,0,EA,0,,,
160,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008302,O-RING,KCA-L-29,0,0,1,0,0,EA,0,,,
161,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008303,YOKE,KCA-L-3,0,0,1,0,0,EA,0,,,
162,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008304,O-RING,KCA-L-30,0,0,1,0,0,EA,0,,,
163,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008305,O-RING,KCA-L-31,0,0,1,0,0,EA,0,,,
164,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008306,O-RING,KCA-L-32,0,0,1,0,0,EA,0,,,
165,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008307,PISTON COVER,KCA-L-4,0,0,1,0,0,EA,0,,,
166,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008308,TOP SEAT,KCA-L-5,0,0,1,0,0,EA,0,,,
167,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008309,BOTTOM SEAT,KCA-L-6,0,0,1,0,0,EA,0,,,
168,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008310,DISC,KCA-L-7,0,0,1,0,0,EA,0,,,
169,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008311,DISC HOLDER,KCA-L-8,0,0,1,0,0,EA,0,,,
170,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008312,DISC GUIDE,KCA-L-9,0,0,1,0,0,EA,0,,,
171,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008313,3-WAY CYLINDER VALVE FOR BACKWASHING & BY-PASS,KCA-SA,0,0,1,0,0,EA,0,,,
172,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008314,BODY,KCA-SA-1,0,0,1,0,0,EA,0,,,
173,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008315,STEM,KCA-SA-10,0,0,1,0,0,EA,0,,,
174,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008316,PACKING SPRING,KCA-SA-11,0,0,1,0,0,EA,0,,,
175,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008317,SEAT RING,KCA-SA-12,0,0,1,0,0,EA,0,,,
176,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008318,PACKING ,KCA-SA-13,0,0,1,0,0,EA,0,,,
177,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008319,GASKET,KCA-SA-14,0,0,1,0,0,EA,0,,,
178,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008320,GLAND BUSH,KCA-SA-15,0,0,1,0,0,EA,0,,,
179,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008321,SPRING,KCA-SA-16,0,0,1,0,0,EA,0,,,
180,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008322,SPRING SEAT,KCA-SA-17,0,0,1,0,0,EA,0,,,
181,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008323,PISTON,KCA-SA-18,0,0,1,0,0,EA,0,,,
182,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008324,ADJUST SCREW,KCA-SA-19,0,0,1,0,0,EA,0,,,
183,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008325,BOTTOM COVER,KCA-SA-2,0,0,1,0,0,EA,0,,,
184,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008326,HANDLE WHEEL,KCA-SA-20,0,0,1,0,0,EA,0,,,
185,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008327,HEX BOLT,KCA-SA-21,0,0,1,0,0,EA,0,,,
186,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008328,HEX BOLT,KCA-SA-22,0,0,1,0,0,EA,0,,,
187,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008329,HEX BOLT,KCA-SA-23,0,0,1,0,0,EA,0,,,
188,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008330,DISC LOCK NUT,KCA-SA-24,0,0,1,0,0,EA,0,,,
189,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008331,NUT,KCA-SA-25,0,0,1,0,0,EA,0,,,
190,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008332,LOCK NUT,KCA-SA-26,0,0,1,0,0,EA,0,,,
191,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008333,SPRING WASHER,KCA-SA-27,0,0,1,0,0,EA,0,,,
192,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008334,NUT,KCA-SA-28,0,0,1,0,0,EA,0,,,
193,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008335,PISTON RING,KCA-SA-29,0,0,1,0,0,EA,0,,,
194,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008336,YOKE,KCA-SA-3,0,0,1,0,0,EA,0,,,
195,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008337,O-RING,KCA-SA-30,0,0,1,0,0,EA,0,,,
196,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008338,O-RING,KCA-SA-31,0,0,1,0,0,EA,0,,,
197,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008339,O-RING,KCA-SA-32,0,0,1,0,0,EA,0,,,
198,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008340,O-RING,KCA-SA-33,0,0,1,0,0,EA,0,,,
199,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008341,O-RING,KCA-SA-34,0,0,1,0,0,EA,0,,,
200,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008342,O-RING,KCA-SA-35,0,0,1,0,0,EA,0,,,
201,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008343,NAME PLATE/SCALE,KCA-SA-36,0,0,1,0,0,EA,0,,,
202,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008344,HANDLE SCALE,KCA-SA-37,0,0,1,0,0,EA,0,,,
203,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008345,PISTON COVER,KCA-SA-4,0,0,1,0,0,EA,0,,,
204,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008346,TOP SEAT,KCA-SA-5,0,0,1,0,0,EA,0,,,
205,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008347,BOTTOM SEAT,KCA-SA-6,0,0,1,0,0,EA,0,,,
206,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008348,DISC,KCA-SA-7,0,0,1,0,0,EA,0,,,
207,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008349,DISC HOLDER,KCA-SA-8,0,0,1,0,0,EA,0,,,
208,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008350,DISC GUIDE,KCA-SA-9,0,0,1,0,0,EA,0,,,
209,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008351,PRESSURE REDUCING VALVE,KPR-DP,0,0,1,0,0,EA,0,,,
210,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008352,BODY,KPR-DP-01A,0,0,1,0,0,EA,0,,,
211,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008353,SPRING CASE,KPR-DP-02A,0,0,1,0,0,EA,0,,,
212,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008354,CAP,KPR-DP-03,0,0,1,0,0,EA,0,,,
213,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008355,SEAT,KPR-DP-04,0,0,1,0,0,EA,0,,,
214,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008356,DISC,KPR-DP-05,0,0,1,0,0,EA,0,,,
215,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008357,DISC HOLDER,KPR-DP-06,0,0,1,0,0,EA,0,,,
216,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008358,STEM,KPR-DP-07A,0,0,1,0,0,EA,0,,,
217,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008359,DISC WASHER,KPR-DP-08,0,0,1,0,0,EA,0,,,
218,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008360,DISC LOCK NUT,KPR-DP-09,0,0,1,0,0,EA,0,,,
219,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008361,STEM GUIDE,KPR-DP-10,0,0,1,0,0,EA,0,,,
220,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008362,O-RING,KPR-DP-11,0,0,1,0,0,EA,0,,,
221,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008363,GUIDE LINER,KPR-DP-12,0,0,1,0,0,EA,0,,,
222,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008364,O-RING,KPR-DP-13,0,0,1,0,0,EA,0,,,
223,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008365,O-RING,KPR-DP-14,0,0,1,0,0,EA,0,,,
224,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008366,DIAPHRAGM,KPR-DP-15A,0,0,1,0,0,EA,0,,,
225,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008367,B.SPRING SEAT,KPR-DP-17A,0,0,1,0,0,EA,0,,,
226,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008368,STEM LOCK NUT/W,KPR-DP-19,0,0,1,0,0,EA,0,,,
227,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008369,ADJUST SPRING,KPR-DP-20A,0,0,1,0,0,EA,0,,,
228,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008370,TOP SPRING SEAT,KPR-DP-21,0,0,1,0,0,EA,0,,,
229,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008371,HEX BOLT/S.W,KPR-DP-22A,0,0,1,0,0,EA,0,,,
230,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008372,ADJUST SCREW,KPR-DP-23,0,0,1,0,0,EA,0,,,
231,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008373,LOCK NUT,KPR-DP-24,0,0,1,0,0,EA,0,,,
232,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008374,PLUG,KPR-DP-25,0,0,1,0,0,EA,0,,,
233,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008375,O-RING,KPR-DP-25-1,0,0,1,0,0,EA,0,,,
234,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008376,NAME PLATE,KPR-DP-26,0,0,1,0,0,EA,0,,,
235,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008377,CONNECTOR,KPR-DP-27,0,0,1,0,0,EA,0,,,
236,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008378,AIR PIN,KPR-DP-28,0,0,1,0,0,EA,0,,,
237,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008379,VENT PLUG,KPR-DP-29,0,0,1,0,0,EA,0,,,
238,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008380,OIL LEVEL DETECTOR,LSC-75,1,0,1,0,0,EA,400.19,400.19,400.19,
239,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008381,CASE COVER,LSC-75-1,0,0,1,0,0,EA,0,,,
240,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008382,FUSE,LSC-75-10,0,0,1,0,0,EA,0,,,
241,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008383,TERMINAL,LSC-75-11,0,0,1,0,0,EA,0,,,
242,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008384,CABLE GLAND,LSC-75-2,0,0,1,0,0,EA,0,,,
243,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008385,GLAND CASE,LSC-75-3,0,0,1,0,0,EA,0,,,
244,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008386,CONTROL PROBE ROD,LSC-75-4,0,0,1,0,0,EA,0,,,
245,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008387,PILOT LAMP,LSC-75-5,0,0,1,0,0,EA,0,,,
246,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008388,ADJUSTING DIAL,LSC-75-6,0,0,1,0,0,EA,0,,,
247,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008389,TRIMMER,LSC-75-7,0,0,1,0,0,EA,0,,,
248,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008390,TIMER SCREW,LSC-75-8,0,0,1,0,0,EA,0,,,
249,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008391,MANUAL PUSH BUTTON,LSC-75-9,0,0,1,0,0,EA,0,,,
250,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008392,AIR FILTER WITH PRESS. REGULATOR,PP2-02BG,0,0,1,0,0,EA,0,,,
251,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008393,PRIMARY Pr.REGULATING VALVE,SPPD-1F,0,0,1,0,0,EA,0,,,
252,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008394,BODY,SPPD-1F-1,0,0,1,0,0,EA,0,,,
253,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008395,STEM GUIDE,SPPD-1F-10,0,0,1,0,0,EA,0,,,
254,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008396,GASKET,SPPD-1F-11,0,0,1,0,0,EA,0,,,
255,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008397,PLUG,SPPD-1F-12,0,0,1,0,0,EA,0,,,
256,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008398,SPRING,SPPD-1F-13,0,0,1,0,0,EA,0,,,
257,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008399,DIAPHRAGM,SPPD-1F-14,0,0,1,0,0,EA,0,,,
258,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008400,LOWER SPRING SEAT,SPPD-1F-15,0,0,1,0,0,EA,0,,,
259,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008401,UPPER SPRING SEAT,SPPD-1F-16,0,0,1,0,0,EA,0,,,
260,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008402,LOCK NUT,SPPD-1F-17,0,0,1,0,0,EA,0,,,
261,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008403,LOCK NUT,SPPD-1F-18,0,0,1,0,0,EA,0,,,
262,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008404,BOLT,SPPD-1F-19,0,0,1,0,0,EA,0,,,
263,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008405,BONNET,SPPD-1F-2,0,0,1,0,0,EA,0,,,
264,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008406,ADJUST SCREW,SPPD-1F-20,0,0,1,0,0,EA,0,,,
265,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008407,NUT,SPPD-1F-21,0,0,1,0,0,EA,0,,,
266,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008408,O-RING,SPPD-1F-22,0,0,1,0,0,EA,0,,,
267,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008409,O-RING,SPPD-1F-23,0,0,1,0,0,EA,0,,,
268,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008410,CAP,SPPD-1F-3,0,0,1,0,0,EA,0,,,
269,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008411,SEAT,SPPD-1F-4,0,0,1,0,0,EA,0,,,
270,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008412,DISC,SPPD-1F-5,0,0,1,0,0,EA,0,,,
271,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008413,DISC HOLDER,SPPD-1F-6,0,0,1,0,0,EA,0,,,
272,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008414,DISC WASHER,SPPD-1F-7,0,0,1,0,0,EA,0,,,
273,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008415,STEM,SPPD-1F-8,0,0,1,0,0,EA,0,,,
274,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008416,BUSHING,SPPD-1F-9,0,0,1,0,0,EA,0,,,
275,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008417,SAFETY RELIEF VALVE,SPSF-1F,0,0,1,0,0,EA,0,,,
276,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008418,BODY,SPSF-1F-1,0,0,1,0,0,EA,0,,,
277,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008419,SPRING,SPSF-1F-10,0,0,1,0,0,EA,0,,,
278,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008420,SPRING SEAT (LOW),SPSF-1F-11,0,0,1,0,0,EA,0,,,
279,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008421,SPRING SEAT (UP),SPSF-1F-12,0,0,1,0,0,EA,0,,,
280,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008422,ADJUST SCREW,SPSF-1F-13,0,0,1,0,0,EA,0,,,
281,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008423,NUT,SPSF-1F-14,0,0,1,0,0,EA,0,,,
282,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008424,STUD BOLT,SPSF-1F-15,0,0,1,0,0,EA,0,,,
283,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008425,LOCK NUT,SPSF-1F-16,0,0,1,0,0,EA,0,,,
284,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008426,SET SCREW (LOW),SPSF-1F-17,0,0,1,0,0,EA,0,,,
285,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008427,SET SCREW (UP),SPSF-1F-18,0,0,1,0,0,EA,0,,,
286,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008428,LOCK NUT,SPSF-1F-19,0,0,1,0,0,EA,0,,,
287,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008429,BONNET,SPSF-1F-2,0,0,1,0,0,EA,0,,,
288,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008430,SEAL,SPSF-1F-20,0,0,1,0,0,EA,0,,,
289,HHDG,,OILY WATER SEPARATOR(C),"GEORIM ENGINEERING CO., LTD.",VS.BWS.9008431,CAP GASKET,SPSF-1F-21,0,0,1,0,0,EA,0,,,
